0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
United States,2014-02-05,Beverages,"Blue Point Brewing Co., Inc.",24.0,Add-on Acquisition,"Anheuser-Busch InBev SA/NV, Brouwerijplein, 1, Leuven, 1000, Belgium, +32 1 627 61 11, www.ab-inbev.com",ABI.BR,54.3,62.0,0.681453984122317,0.6428872645487771,1.073412104895802,0.6616773908480849,1.7668494356839832,2.11016446353561,2.4804945401533525,2.285678859268444,4.706821963394343,4.3894933167547405,2.9127052722558338,3.403176003528893,0.29324522448632684,0.2857765342629117,0.09521717160621307,0.1962298915739494,0.1810738352293312,0.20816948880507186,0.3721735117674204,0.1733477789815818,11.040626789525746,13.367590076786769,20.17120850509872,12.803170977340352,19.16616753472222,22.937543817236797,135.45068493150686,22.522545022511252,3.5346874249579763,4.503460141918029,2.3562749688108893,2.4810948543087408,18.11830957021233,20.247791293213826,32.760534008965124,16.848186921133877,3.753169156237384,4.351947069076232,3.693000417426456,3.190600772447028,2014,2,108.1,1634000000.0,176635400000.0,8357000000.0,43801000000.0,212079400000.0,115.85,1638000000.0,189762300000.0,6923000000.0,43474000000.0,226313300000.0,97.9,1717000000.0,168094300000.0,8579000000.0,119392000000.0,278907300000.0,91.37,1971000000.0,180090270000.0,10472000000.0,110067000000.0,279685270000.0
Spain,2014-03-17,Communications,Grupo Corporativo ONO S.A.,8113.68,Add-on Acquisition,"Vodafone Group Plc, Vodafone House, The Connection, Newbury, RG14 2FN, United Kingdom, +44 1635-33251, www.vodafone.com",VOD,54.4,60.5,1.371104536489152,1.371104536489152,1.371104536489152,0.8348422944925643,,,,1.121398891966759,,,,-5.626186708860812,0.3268824901571159,0.3268824901571159,0.3268824901571159,0.001910520459364963,-0.005663583160279403,-0.005663583160279403,-0.005663583160279403,-3.6228136882130255,-0.11301567181378197,-0.11301567181378197,-0.11301567181378197,7798.580537291228,,,,-110.53328325277168,,,,9.306535026227143,0.0,0.0,0.0,84.19143326570587,,,,14.10702754285234,2014,3,25.6385,0.0,0.0,4005000000.0,82000000.0,-3923000000.0,25.0579,0.0,0.0,4005000000.0,82000000.0,-3923000000.0,24.4734,0.0,0.0,4005000000.0,82000000.0,-3923000000.0,25.3,33156766931.3358,838866203362.7958,11029962546.8165,58144818976.2796,885981059792.2588
United States,2014-03-25,Technology Hardware,"Oculus VR, Inc.",2000.0,Add-on Acquisition,"Facebook, Inc., 1601 Willow Road, Menlo Park, California, 94025, United States, (650) 543-4800, www.facebook.com",FB2A.DE,54.4,60.5,9.40308988764045,11.247792207792209,11.965565217391305,12.915691489361704,0.10721409574468084,0.11735040028947487,0.0974254147379802,0.13688514667706833,,,,,0.39387133001764796,0.34549308344489066,0.4529271293147116,0.5065800801908839,0.4012219959266802,0.4045850823377462,0.18381530595941845,0.1159075458871516,29.244717847775952,35.87836336706986,23.19578556187291,20.168716419105465,61.806611338775504,80.0665672451193,34.81256671723597,28.014657036525673,5.03411561768617,6.6779478945225925,6.008717000878468,6.004082817329548,33.06850542966333,37.8716814159292,30.61719842902643,25.532548488245727,14.57656323888978,16.470632530120486,12.869237793979304,10.980383863921485,2014,3,68.209999,2614000000.0,178300937386.0,4315000000.0,6884000000.0,180869937386.0,103.5,2803000000.0,290110500000.0,4907000000.0,13527000000.0,298730500000.0,121.599998,2863000000.0,348140794274.0,8903000000.0,20546000000.0,359783794274.0,151.009995,2901000000.0,438079995495.0,8079000000.0,33632000000.0,463632995495.0
United States,2014-03-11,Internet Software and Services,"Joseph A. Bank Clothiers, Inc.",1800.0,Add-on Acquisition,"Tailored Brands, Inc., 6380 Rogerdale Road, Houston, Texas, 77072, United States, (281) 776-7000, www.tailoredbrands.com",TLRD,54.4,60.5,2.43095735162541,2.5308183984485493,2.3491638496663416,2.5346081927291704,0.5411753047269845,2.617500301612,-23.423905441320468,-20.49369064654612,-2.598349381017881,-1.5375030421027014,-1.6356218485307632,-3.7643590777919136,0.051269610221575286,0.0016528580054775515,-0.3420103876387157,0.009347077857982784,0.33589116719242895,1.0176711309523812,0.14136771478581422,0.20977803109464552,12.322351302818193,21.247467664263365,-2.432552673493793,10.643452497649387,31.76276849642005,-6018.936356589148,-0.7261643351296703,46.037437890687606,2.63771677732633,2.4018919270068024,-7.449260835681313,-10.675819100893904,32.98289962825279,-1406.5992572463767,46.025478115933076,8.038047630374859,1.0762251334303736,0.7161549560529161,0.21324626151691328,0.34004477457770044,2014,3,54.1,49200000.0,2661720000.0,59300000.0,87500000.0,2689920000.0,48.63,47899000.0,2329328370.0,62261000.0,1637686000.0,3904753370.0,15.44,48288000.0,745566720.0,29980000.0,1613473000.0,2329059720.0,23.55,48786000.0,1148910300.0,70889000.0,1582150000.0,2660171300.0
Ireland,2014-03-25,Renewable Energy,Bord Gáis Energy Wind Portfolio ,960.0,Divestiture,"Brookfield Renewable Partners L.P., Brookfield Place Suite 300 181 Bay Street, Toronto, Ontario, M5J 2T3, Canada, (416) 363-9491, www.bep.brookfield.com",BEP,54.4,60.5,0.6666666666666666,0.8204545454545454,0.6688935281837161,0.5943450663589152,5.3816906607604285,5.802004146510022,7.8382116436153115,6.055780933062882,4.533333333333333,10.545454545454543,45.0,23.07692307692308,0.28125,0.11337868480725626,0.1795252225519288,0.07090103397341213,0.07407407407407407,-0.02,0.3471074380165289,0.4375,119.69719072,179.55275806451615,95.4180537123967,262.0834504,78.1612642051282,260.7514,127.6763268923077,292.27816800000005,1.1252452211148023,1.3515103662750518,1.0677338369893856,1.1116056085192698,12.193157216,19.955464285714285,19.877751492215573,18.81619107296137,6.350602716666668,8.869095238095241,4.9251995537091995,6.475882599704581,2014,3,23.269384,131000000.0,3048289304.0,227000000.0,6156000000.0,8977289304.0,26.07514,150000000.0,3911271000.0,196000000.0,7417000000.0,11132271000.0,23.181456,143200000.0,3319584499.2000003,260000000.0,8486000000.0,11545584499.2,24.356514,180000000.0,4384172520.0,283000000.0,9003000000.0,13104172520.0
United States,2014-03-24,Digital Media,"Maker Studios, Inc.",950.0,Add-on Acquisition,"The Walt Disney Company, 500 South Buena Vista Street, Burbank, California, 91521, United States, (818) 560-1000, www.thewaltdisneycompany.com",WDP.DE,54.4,60.5,1.1417393921155583,1.0259581241581976,1.0073625460159126,0.8108701199285532,0.8725477111971173,0.8877484559236384,1.0333988212180747,1.2292145709790634,-5.424292845257903,-9.075707154742096,-5.371138211382114,-10.477928692699493,0.25087579128510845,0.26432860001906033,0.2672562553925798,0.2500680124054628,0.34639882410583045,0.3616959907701183,0.3415388754371805,0.3207136640557006,8.942309873145954,11.140054413542924,8.491955034180396,8.610048546528631,16.368244937608313,20.967847769028868,14.926573835267812,14.710913140311805,2.730953451599271,3.947276810780461,3.2399273058361264,3.1974827544475373,18.97947214051631,26.452814569536425,16.608466218838867,15.14954128440367,2.515276776207158,3.3498999332888597,2.5196910930220016,2.3959228830005257,2014,3,69.800003,1759000000.0,122778205277.0,3421000000.0,12676000000.0,132033205277.0,103.75,1694000000.0,175752500000.0,4269000000.0,12773000000.0,184256500000.0,86.050003,1629000000.0,140175454887.0,4610000000.0,16483000000.0,152048454887.0,84.25,1568000000.0,132104000000.0,4017000000.0,19119000000.0,147206000000.0
United States,2014-03-09,Energy Services and Equipment,National Pump,780.0,Add-on Acquisition,"United Rentals, Inc., 100 First Stamford Place, Suite 700, Stamford, Connecticut, 06902, United States, (203) 622-3131, www.unitedrentals.com",URI,54.4,60.5,1.0460081190798376,1.0494728304947285,1.1494932432432432,1.0623501199040768,5.933815350389321,7.186314363143631,6.274271844660194,3.8390212491951066,,,,,0.14951627088830255,0.16554925219185146,0.15775772301284274,0.1578075591025448,0.3647058823529412,0.3925233644859813,0.3773377337733773,-0.28435114503816794,10.728844862323708,7.313120664634146,11.067429549604382,12.175527544483984,16.10972222222222,7.893192974358972,19.9695878975265,11.578204071322435,4.838292547274749,3.1283996544715444,6.858487105582526,5.017470276883452,-434.9625,12.862166824512535,18.40844747557003,48.70082087499999,1.5302110817941952,0.7937971273852501,1.9616082523429368,2.3466740972745064,2014,3,82.85,105000000.0,8699250000.0,158000000.0,7434000000.0,15975250000.0,47.91,96379000.0,4617517890.0,179000000.0,7555000000.0,11993517890.0,128.77,87775000.0,11302786750.0,312000000.0,7193000000.0,18183786750.0,182.14,85562000.0,15584262679.999998,352000000.0,8717000000.0,23949262680.0
United States,2014-03-03,Internet Software and Services,"Apartments.com, LLC",585.0,Add-on Acquisition,"CoStar Group, Inc., 1331 L Street NW, Washington, District of Columbia, 20005, United States, (202) 346-6500, www.costargroup.com",CSGP,54.4,60.5,5.028175035627463,3.4944522882001166,4.049739909387787,8.781414915522344,0.3766889146415107,0.34706434854707274,0.3209078879201167,0.083806129184347,,,,,0.12312652794754972,0.0036262019433407696,0.16315318219261488,0.17100380220258385,0.3672669327203757,2.3425029058504454,0.3775080124687185,0.2566552363411649,56.904397803222636,60.97410079095047,29.019241755555864,43.917658582756665,126.00171410104971,-1617.048051948052,77.03411785449799,94.96189094910143,3.7353148896696897,3.6294494681884726,3.961623708675969,4.39466259688826,48.54308942600782,58.253675247442395,36.987489643183686,55.42877019466803,9.81631797630292,7.872091732652957,7.8237043085849365,12.07105996498244,2014,3,184.51,30215000.0,5574969650.0,527012000.0,365000000.0,5412957650.0,175.37,31950000.0,5603071500.0,421818000.0,338366000.0,5519619500.0,202.04,32167000.0,6499020680.0,567223000.0,306473000.0,6238270680.0,347.19,33200000.0,11526708000.0,1211463000.0,0.0,10315245000.0
Canada,2014-03-05,Metals/Mining,Brigus Gold Corp.,351.0,Add-on Acquisition,"Primero Mining Corp. , 79 Wellington Street West , Toronto, Ontario, M5K 1H1, Canada, (416) 814 3160, www.primeromining.com",P.TO,54.4,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,3,,,,,,,,,,,,,,,,,,,,,,,,
Israel,2014-03-24,Software,Cyvera Ltd.,200.0,Add-on Acquisition,"Palo Alto Networks, Inc., 3000 Tannery Way, Santa Clara, California, 95054, United States, (408) 753-4000, www.paloaltonetworks.com",PANW,54.4,60.5,2.752457843990453,1.0404978749829252,2.030113367973548,1.6451344376925001,2.1551848872024806,2.4128635065081667,2.495632358526396,3.5264612954186414,,,,,-0.3713938469922883,-0.16763823578851186,-0.148784911135292,-0.11018392370572208,-0.0193194094346417,-0.06045238049326058,-0.1014139444173574,-0.11591962905718703,-104.64513847700428,-131.73528087303944,-92.29298056155504,-116.94342105263159,-27.8822535901648,-83.1120485871186,-55.30984949092518,-55.54792243767314,13.474650360768528,23.813190000260494,15.817818711229267,15.839494470774095,120.72873458383523,43.32711485231108,21.33622780054645,17.063792369876616,10.55535565441114,14.775025537362133,9.063833877402974,6.829972752043598,2014,3,84.99,74291000.0,6313992090.0,653812000.0,585565000.0,6245745090.0,168.0,81619000.0,13711992000.0,375814000.0,413165000.0,13749343000.0,143.45,87100000.0,12494494999.999998,734400000.0,1059400000.0,12819494999.999998,132.8,90600000.0,12031680000.000002,744300000.0,1155400000.0,12442780000.000002
Belgium,2014-03-13,Life Science,Galapagos NV - CRO Services Division,145.37,Divestiture,"Charles River Laboratories International, Inc., 251 Ballardvale Street, Wilmington, Massachusetts, 01887, United States, (781) 222-6000, www.criver.com",,54.4,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,3,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2014-03-26,Transportation,"Vitran Corp, Inc.",136.0,Add-on Acquisition,"TFI International Inc., 8801 Trans-Canada Highway, Suite 500, Saint-Laurent, Quebec, H4S 1Z6, Canada, (514) 331-4000, www.tfiintl.com",TFII,54.4,60.5,0.83331149259599,0.7660646338895001,1.0986353303207563,1.2177545496966868,2.3403924616281335,2.2878743045362344,1.7606889932471803,1.634135241858664,-8.970588235294116,-4.772603724419884,-6.9749647390691125,-1.6657926090100776,0.048913775002019,0.04981675673945362,0.05051440819952658,0.024258002312805973,0.2955421023665383,0.27408396262129153,0.22756982457175734,0.30246450667257513,12.914592949640285,7.7726981479436565,4.8570960221786414,9.136641328475537,17.553220015637223,9.093810853533776,3.9264153235143744,14.454952025622196,2.1809372838546723,1.446666995469022,1.7216280712974326,1.6137871738617957,10.471347201492538,5.5595607177099895,11.210999987491016,38.73713336879601,0.6043709693918754,0.3688104472527655,0.6238814953657053,0.4720929324271192,2014,3,22.1406,101400000.0,2245056840.0,0.0,1345200000.0,3590256840.0,14.5721,101993890.0,1486265164.469,0.0,1029423000.0,2515688164.469,26.2902,95520490.0,2511252786.198,3654000.0,1544317000.0,4051915786.198,24.6148,92777880.0,2283708960.624,0.0,1455361000.0,3739069960.624
United States,2014-03-11,Business Services,"Software Advice, Inc.",135.0,Add-on Acquisition,"Gartner, Inc., 56 Top Gallant Road, Stamford, Connecticut, 06902, United States, (203) 316-1111, www.gartner.com",IT,54.4,60.5,0.902437258170962,0.8621109912262409,0.919840383386669,0.9171054193230672,10.815717467782664,-17.378527190332328,37.8865435789612,6.4056250095326215,,,,,0.13589591372316218,0.12584556294427884,0.11798988766802752,-0.038597986286552234,0.33096832908627594,0.35478360536495585,0.3288446803568271,1.0256538645094158,23.46131011644186,26.4148720475375,22.639848663236013,61.77509706576336,41.56014145810664,42.56311008625843,43.22154125900135,3807.3807868252507,47.39533787095693,-56.46202296072508,137.4373731068695,12.69430188161246,24.7775784724272,24.96575808277645,26.496940484974772,86.8468028270911,3.778942317205897,3.456023255985976,3.4226940037798523,3.770020902951961,2014,3,84.22,90700000.0,7638754000.0,365302000.0,385000000.0,7658452000.0,87.89,85056000.0,7475571840.0,372976000.0,783831000.0,7886426840.0,99.82,83820000.0,8366912399.999999,474233000.0,664391000.0,8557070399.999999,139.04,89790000.0,12484401600.0,538908000.0,2899124000.0,14844617600.0
Spain,2014-03-17,Media,"CEMUSA-Corporación Europea de Mobiliario Urbano, S.A.",90.15,Add-on Acquisition,"JCDecaux SA, Sainte Apolline, Plaisir, 78378, France, 33 1 30 79 79 79, www.jcdecaux.com",SCCB,54.4,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,3,,,,,,,,,,,,,,,,,,,,,,,,
United States,2014-03-18,Test/Measurement Equipment,Granville-Phillips Co.,87.0,Divestiture,"MKS Instruments, Inc., 2 Tech Drive, Suite 201, Andover, Massachusetts, 01810, United States, (978) 645-5500, www.mksinst.com",MKSI,54.4,60.5,7.1225742325841725,10.326112283478414,4.208887484197219,4.265559550344694,0.13146525029071324,0.09687986968517877,0.7814915863526258,0.5192947101372201,4.703433634853241,5.871152621524093,10.447731755424064,51.548686692787705,0.1746682221986018,0.1960212605897306,0.09879784643746592,0.2336275435456689,0.15114412029942886,0.23309378684124715,0.18103252928260544,0.242374755654845,9.779391369371398,10.879445772448836,15.539493473692387,11.230723965430052,15.028575501390595,14.691684693819143,32.80577529028996,15.850395768314405,1.6083777316416197,1.5477460334004949,2.7688538035355355,3.383065476897012,19.609588693917576,14.273392831324825,21.359468876533626,16.593996998471912,2.2282590478044333,2.208599823729847,2.654388186594737,2.8055537293506134,2014,3,32.6867,53232000.0,1739978414.4,305437000.0,129594000.0,1564135414.4,33.7215,53282000.0,1796748963.0,227574000.0,430663000.0,1999837963.0,64.3017,53472000.0,3438340502.3999996,228623000.0,790692000.0,4000409502.3999996,99.2921,54137000.0,5375376417.7,333768000.0,599427000.0,5641035417.7
United States,2014-03-14,Transportation,Unitrans International Corp.,55.5,Add-on Acquisition,"Roadrunner Transportation Systems, Inc., 1431 Opus Place Suite 530, Downers Grove, Illinois, 60515, United States, (414) 615-1500, www.rrts.com",RRTS,54.4,60.5,2.0514275694789443,2.070166771816634,0.547465999646218,1.386828840369834,1.2510312737685114,1.16225316195641,3.7276216906030335,6.903172841845065,,,,,0.043956800881666966,0.038713415761955146,-0.20981752901829628,-0.055648400915989216,0.3686576048006025,0.3785120542766139,0.15537000616501134,0.21646029713775056,9.412220623961131,5.434028442489287,38.9060733477892,-15.308273331003143,14.79879632123754,6.2648850000000005,-1.2272139209591475,-3.0071688636413487,1.3764979464006084,0.490316399454107,2.23929811412482,2.4737854881052264,-176.93872555785597,16.252201264659785,37.384994927291174,-4.564945312890177,0.4106931166756371,0.150732639639021,0.21748461538461536,0.13112077659206686,2014,3,508.0,1514080.0,769152640.0,11345000.0,420000000.0,1177807640.0,198.0,1518760.0,300714480.0,8664000.0,424399000.0,716449480.0,288.5,1532720.0,442189720.0,29513000.0,0.0,412676720.0,178.5,1536200.0,274211700.0,25702000.0,189460000.0,437969700.0
United States,2014-03-06,Automotive,"Sport Truck USA, Inc.",44.0,Add-on Acquisition,"Fox Factory Holding Corp. (dba Fox Racing Shox), 6634 Highway 53, Braselton, California, 30517, United States, (831) 274-6500, www.ridefox.com",FOXF,54.4,60.5,1.7900698725852855,1.7837096120048668,2.1015671676088057,2.4026514104397783,1.0064049811344191,0.8239590174701169,0.8146720234458221,0.8108075883066834,,,,,0.11187869619931276,0.09335928767332427,0.10690265135445584,0.13515672798144787,0.1932278462569572,0.27128840088774675,0.17208168948712,0.3282569806331181,13.348014030102561,11.978350867856559,17.779021456376952,19.889428653160998,20.16628043054251,21.923030776628995,26.234009810791868,34.12999443516973,4.334608946788194,3.5929811506633387,5.0606330804544255,6.268053739859903,20.771741508240638,28.60034033877039,34.89423585996048,47.01540820237639,1.8202209080180218,1.4914675379909377,2.321884652312089,3.094735647021969,2014,3,15.19,36756000.0,558323640.0,4212000.0,47163000.0,601274640.0,14.79,36989000.0,547067310.0,6944000.0,45091000.0,585214310.0,25.45,36774000.0,935898300.0,35280000.0,63058000.0,963676300.0,39.45,37312000.0,1471958400.0,35947000.0,93605000.0,1529616400.0
United States,2014-03-10,Electrical Equipment,"Value Lighting, Inc.",39.1,Add-on Acquisition,"Revolution Lighting Technologies, Inc., 177 Broad Street, 12th Floor, Stamford, Connecticut, 06901, United States, (203) 504-1111, www.rvlti.com",RVLT,54.4,60.5,1.6745171250089754,1.5616852077177126,2.0657290649604256,1.7926561886957926,0.6366858088881989,0.7397627885566536,0.7301233762618027,1.2439660967797213,,,,,-0.15265486725663716,-0.01837169124452397,-0.00303275021641752,-0.3539248384894165,0.5583972719522592,0.0,0.0,0.0,-35.643931679020305,23.019393273618395,13.790324686192466,-17.12613597359736,-20.28187644787645,-47.007871536523936,-239.56586206896554,-1.4850108520229282,1.3588406022039423,1.0966646425668198,0.9947529690644564,1.0552242858837642,-7.1044170949418435,-6.528642644743747,-18.49902071005917,-9.933301898498572,1.3672581988547632,0.8636141019312643,0.7265434200359051,0.5255822259572456,2014,3,11.4,9215800.0,105060120.0,6033000.0,11576000.0,110603120.0,7.5,14929700.0,111972750.0,219000.0,24452000.0,136205750.0,6.57,19034000.0,125053380.0,883000.0,40624000.0,164794380.0,3.84,20847000.0,80052480.0,945000.0,50623000.0,129730480.0
United States,2014-03-13,Infrastructure,"DBi Services, Inc.",35.0,Growth Capital,"Alcentra Capital Corporation (PE), 10 Hudson Yards, 41st Floor, New York, New York, 10001, United States, (212) 922-8240, www.alcentracapital.com\nTecum Capital (PE), www.tecum.com",ABDC,54.4,60.5,,,,,0.35422885572139295,0.5769230769230769,0.5620596205962061,0.9676601141407736,,,,,1.1027998328458002,0.30601415094339623,0.20073891625615764,-0.6509745127436282,0.0,0.0,0.0,0.0,,,,,7.042008910490078,11.568659793814433,18.64505119453925,-5.812675392670157,0.8650109452736319,0.7481066666666666,0.8882926829268294,0.704008243500317,-0.9688353950741112,-5.743338582677167,5.752544752544752,-3.5278709882427717,7.265658169661513,4.300731132075471,4.036699507389162,3.328998500749625,2014,3,12.86,13520000.0,173867200.0,10000000.0,62500000.0,226367200.0,10.79,13520000.0,145880800.0,4900000.0,102300000.0,243280800.0,12.14,13500000.0,163890000.0,3900000.0,92600000.0,252590000.0,7.97,13930000.0,111022100.0,13900000.0,143500000.0,240622100.0
United Kingdom,2014-03-19,Internet Software and Services,OilCareers,26.0,Divestiture,"DHI Group, Inc., 1450 Broadway 29th Floor, New York, New York, 10018, United States, (212) 725-6550, www.dhigroupinc.com",DHX,54.4,60.5,0.7343276353038439,0.7810796290261496,0.6479843400860557,0.5472511241364482,1.402991034769795,1.6729022530354296,1.9850408632788807,1.2294614787282967,,,,,0.16298552932216298,0.011706554669725795,-0.0005242983654227431,0.09327723010339024,0.3560046728971963,4.6067083196317,-44.361344537815135,0.17626437077898646,6.966231956736829,18.477834157577398,16.498822382238224,3.3977830243003573,15.679440579710144,-43.63171225382932,-49.67959429418303,5.546989610714734,2.4339562874723,3.4524367844285893,2.5814661686705227,0.6681930926334995,9.240333952554822,9.25079004852023,8.156779815676613,4.183216123094351,1.6479533891850724,1.8422237449426224,1.1815237696611889,0.426207261360904,2014,3,8.27,52328000.0,432752560.0,26777000.0,108000000.0,513975560.0,9.31,51402000.0,478552620.0,34050000.0,101000000.0,545502620.0,5.55,48319000.0,268170450.0,22987000.0,84760000.0,329943450.0,1.85,47908000.0,88629800.0,12068000.0,41450000.0,118011800.0
United States,2014-03-05,Financial Services,"Bancshares, Inc.",21.5,Add-on Acquisition,"Bank OZK, 18000 Cantrell Road, Little Rock, Arkansas, 72223, United States, (501) 978-2265, www.ozk.com",,54.4,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,3,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2014-03-18,Software,"X2O Media, Inc.",15.96,Add-on Acquisition,"Barco NV, Beneluxpark 21, Kortrijk, 8500, Belgium, +32 5 623 32 11, www.barco.com",BAR.BR,54.4,60.5,1.5377663318574823,1.6513223262077472,1.603348055029086,1.7655110340185107,0.8185405548036737,0.8844378566565005,0.9212205820314684,0.8136729893398729,-1.7477588088556284,27.716659473457057,-25.02644376899696,488.6439393939394,0.02903558910045268,-0.023676782756770626,0.02880775657645268,0.03950286990207485,0.18001895734597154,0.20028735632183908,0.19980476130495026,0.2650003500665126,47.76847534135703,78.88111187765794,82.92857604176315,82.55579655644938,203.16108236618896,280.2849234508816,626.7189263939036,346.58192523006136,8.277374912574585,8.190894425225725,11.704201025069336,14.819101904567964,243.61211404729698,43.057427669225824,118.91219233062515,207.70938727897249,5.352736098442481,4.758699995762283,6.266950479651506,7.916351324229791,2014,3,56.99,85317673.0,4862254184.27,145341000.0,57737000.0,4774650184.27,57.97,84457772.0,4896017042.84,341278000.0,82366000.0,4637105042.84,81.08,85203783.0,6908322725.639999,353548000.0,69477000.0,6624251725.639999,99.5,86300641.0,8586913779.5,254130000.0,41346000.0,8374129779.5
United States,2014-03-06,Financial Services,"BCB Holding Co., Inc.",6.6,Add-on Acquisition,"The First Bancshares, Inc., 6480 U.S. Highway 98 West, Hattiesburg, Mississippi, 39402, United States, (601) 268-8998, www.thefirstbank.com",FBMS,54.4,60.5,30.72268003646308,22.915346333985998,28.510846093267695,27.194828631340947,10.370062370062369,10.07090107524366,7.2663201073782,7.150561393301111,60.390723943179864,-68.83464064210142,-5.447343027996738,-6.625412591874548,0.2184466019417476,0.2694248068880159,0.27260619229396776,0.2389895063154835,0.2706532222222222,0.2674919974191937,0.2797587449097909,0.3958054303355075,38.61340937883149,54.34251355714004,91.46320770880295,85.03788797663735,81.63466905660606,107.0359542337959,185.7934369515224,220.29027724957803,5.600715340681912,9.104919284138642,12.166092143856554,10.512559845098565,88.78422016794869,149.09795781158869,354.0817054333107,138.19982819561946,13.077398441106794,21.124162078967874,36.47909339758488,31.809076536103465,2014,3,13.2547,40648888.0,538788815.7736,63707.0,10300000.0,549025108.7736,16.4493,57253333.0,941777250.5169001,213621.0,10310000.0,951873629.5169001,27.077,69431111.0,1879986192.5470002,69158.0,10310000.0,1890227034.5470002,32.0781,72906666.0,2338707322.6145997,20435721.0,10310000.0,2328581601.6145997
United States,2014-04-01,Real Estate,"BRE Properties, Inc.",4300.0,Add-on Acquisition,"Essex Property Trust, Inc., 1100 Park Place, Suite 200, San Mateo, California, 94403, United States, (650) 655-7800, www.essexapartmenthomes.com",ESS,55.3,65.0,0.0,0.0,0.0,0.0,0.9198074049477004,0.9251199113524096,0.9730388887399556,0.9905843273479524,-1.440042996872955,-1.3438093962746656,-5.749533540648601,-21.35306031851729,0.13865676261219434,0.20783451537038886,0.3422099364683644,0.3358335184643438,0.0,0.0,0.009958899778691115,0.0032748017107564137,24.757855186508547,19.577682375466377,17.294247379633113,17.310280218746836,89.54029664484452,52.31047327521971,31.789527902264933,31.987907328798155,1.8166734600697323,1.9465897396768987,2.1304275328251223,2.2067476852543866,-163.45474746418492,-58.35515415830754,74.58071764992481,48.95967752845833,11.288377437325904,10.165971110889336,10.194726665090675,10.156654678903644,2014,4,192.9775,56700000.0,10941824250.0,25000000.0,5110000000.0,16026824250.0,186.6276,65061690.0,12142307056.644001,29683000.0,5318757000.0,17431381056.644,201.1347,65587820.0,13191986499.354,64921000.0,5563260000.0,18690325499.354,210.2127,65898260.0,13852651159.902,44620000.0,5689126000.0,19497157159.902
United States,2014-04-17,Food,"Michael Foods, Inc.",2450.0,Add-on Acquisition,"Post Holdings, Inc., 2503 South Hanley Road, St. Louis, Missouri, 63144, United States, (314) 644-7600, www.postholdings.com",POST,55.3,65.0,2.3446816695518367,2.916039279869067,3.2758675078864354,3.713657013060761,2.386080939032936,2.0982526881720434,2.111280994482484,3.2687410071942447,-1.8110781404549952,-4.973568281938326,-4.690943043884222,-2.1859807801017523,-0.1770561154659699,-0.03599242717611118,-0.0059879048301106075,0.014237054613647672,0.1960646521433591,0.310818888224746,0.8903654485049833,0.35080645161290325,22.500004478280346,16.117472454825915,13.050817307692306,11.597843402308412,-4.260346736596737,-31.605455333911532,-1599.7042424242425,114.50198757763974,0.6403954975473021,1.2244989919354838,1.754644685235658,1.9893690647482007,21.629452662721885,10.602586558044807,13.859343659753215,28.173438614365768,0.6064248683173655,0.7839828320640247,1.050175857404313,1.0582965287611463,2014,4,36.83,39700000.0,1462151000.0,268400000.0,3830500000.0,5024251000.0,64.27,56700000.0,3644109000.0,841400000.0,4511400000.0,7314109000.0,76.73,68800000.0,5279024000.0,1143600000.0,4551200000.0,8686624000.0,81.57,67800000.0,5530446000.0,1525900000.0,7149100000.0,11153646000.0
United States,2014-04-08,Financial Services,"CapitalSource, Inc.",2300.0,Add-on Acquisition,"PacWest Bancorp., 9701 Wilshire Boulevard Suite 700, Beverly Hills, California, 90212, United States, (310) 887-8500, www.pacwestbancorp.com",PACW,55.3,65.0,0.02629720426496516,0.025041930134653285,0.024760524948852912,0.020375720185927544,3.630014901217052,3.84083351922634,3.8826743587654082,4.021473409463762,2.9787520292753804,4.215727752853654,3.163399511151516,2.9174382716049383,0.38615145580433896,0.5185602795976249,0.5153272010366838,0.5069221574834234,0.4004382370630379,0.3759705583418032,0.3688057411602764,0.35497024684036044,,,,,16.252754248246056,10.057094334137687,15.481019638181994,15.318388679160911,0.7828975256279544,0.6851996985008724,1.2171962081063976,1.1011727343992022,8.332816669145613,5.7988156171580325,10.456911852687263,13.619466621940944,3.728363203149829,3.2544443659264157,5.035535574032289,5.008804801921206,2014,4,31.6071,86853000.0,2745171456.2999997,313226000.0,2004162000.0,4436107456.299999,28.3399,106327000.0,3013296547.3,396486000.0,3999351000.0,6616161547.3,45.3421,120239000.0,5451888761.900001,419670000.0,4440386000.0,9472604761.900002,45.0708,121613000.0,5481195200.4,398437000.0,4569210000.0,9651968200.4
